9/1/2025,Analyzed Case File,0.3,25CR241348-910
9/1/2025,Analyzed Case File,0.3,25CR221369-910
9/1/2025,Analyzed Case File,0.3,25CR363022-910
9/1/2025,Analyzed Case File,0.3,24CR058788-910
9/1/2025,Analyzed Case File,0.3,25CR346740-910
9/1/2025,Analyzed Case File,0.3,25CR384592-910
9/1/2025,Analyzed Case File,0.3,25CR381692-910
9/1/2025,Analyzed Case File,0.3,24CR447226-910
9/1/2025,Analyzed Case File,0.3,23CR327327-910
9/1/2025,Analyzed Case File,0.3,24CR422969-910
9/1/2025,Analyzed Case File,0.3,23CR471851-910
9/1/2025,Analyzed Case File,0.3,25CR378938-910
9/1/2025,Analyzed Case File,0.3,25CR331703-910
9/1/2025,Analyzed Case File,0.3,24CR319914-910
9/1/2025,Analyzed Case File,0.3,25CR202748-910
9/1/2025,Analyzed Case File,0.3,25CR328488-910
9/1/2025,Analyzed Case File,0.3,24CR022123-910
9/1/2025,Analyzed Case File,0.3,25CR000005-910
9/1/2025,Analyzed Case File,0.3,23CR448364-910
9/1/2025,Analyzed Case File,0.3,25CR291477-910
9/1/2025,Analyzed Case File,0.3,23CR479493
9/1/2025,Analyzed Case File,0.3,25CR290194-910
9/1/2025,Analyzed Case File,0.3,22CR206140-910
9/1/2025,Analyzed Case File,0.3,24CR472307-910
9/1/2025,Analyzed Case File,0.3,25CR332967-910
9/1/2025,Analyzed Case File,0.3,25CR009151-910
9/1/2025,Analyzed Case File,0.3,24CR363844-910
9/1/2025,Analyzed Case File,0.3,24CR376364-910
9/1/2025,Analyzed Case File,0.3,25CR237442-910
9/1/2025,Analyzed Case File,0.3,24CR051313-910
9/2/2025,Court,1.0,25CR363022-910
9/2/2025,Court,0.5,24CR058788-910
9/2/2025,Discovery,3.0,23CR476885-910
9/2/2025,Analyzed Case File,0.5,24CR214460-910
9/2/2025,Analyzed Case File,0.5,23CR223138-910
9/2/2025,Analyzed Case File,0.5,23CR292653-910
9/2/2025,Discovery,1.5,24CR380091-910
9/2/2025,Discovery,2.1,24CR445316-910
9/3/2025,Court,1.1,25CR346740-910
9/3/2025,Court,1.5,25CR384592-910
9/3/2025,Court,0.9,24CR447226-910
9/3/2025,Court,0.8,23CR327327-910
9/3/2025,Court,1.0,24CR422969-910
9/3/2025,Court,0.8,23CR471851-910
9/3/2025,Discovery,2.8,23CR476885-910
9/4/2025,Discovery,1.0,24CR455249-910
9/4/2025,Court,1.2,25CR378938-910
9/4/2025,Court,0.6,25CR331703-910
9/4/2025,Court,1.0,24CR319914-910
9/4/2025,Court,0.8,25CR202748-910
9/4/2025,Court,0.9,23CR448364-910
9/4/2025,Court,1.1,25CR291477-910
9/4/2025,Court,0.7,23CR479493
9/4/2025,Court,1.1,25CR290194-910
9/4/2025,Court,0.8,25CR378938-910
9/5/2025,Discovery,1.0,23CR476885-910
9/5/2025,Discovery,1.0,23CR223138-910
9/5/2025,Discovery,1.0,23CR292653-910
9/5/2025,Discovery,1.0,24CR214460-910
9/5/2025,Court,0.5,22CR206140-910
9/5/2025,Court,0.6,25CR332967-910
9/5/2025,Court,0.7,25CR229142-910
